Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
G4,G4,LCK,SRQ,Airbus,Narrow,A320,A320,320,11,"1,980","1,694,880","1,478"
G4,G4,LCK,VPS,Airbus,Narrow,A320,A320,320,21,"3,780","2,547,720","2,439"
G4,G4,LEX,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,16,"3,040","2,626,560","2,248"
G4,G4,LEX,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,842,204","1,729"
G4,G4,LEX,LAS,Airbus,Narrow,A320,A320,320,1,180,"303,660",247
G4,G4,LEX,MYR,Airbus,Narrow,A320,A319,319,1,156,"68,328",85
G4,G4,LEX,MYR,Airbus,Narrow,A320,A320,320,3,540,"236,520",255
G4,G4,LEX,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"332,880",340
G4,G4,LEX,PGD,Airbus,Narrow,A320,A319,319,1,156,"121,836",126
G4,G4,LEX,PGD,Airbus,Narrow,A320,A320,320,14,"2,520","1,968,120","1,806"
G4,G4,LEX,PIE,Airbus,Narrow,A320,A319,319,5,780,"550,680",585
G4,G4,LEX,PIE,Airbus,Narrow,A320,A320,320,9,"1,620","1,143,720","1,054"
G4,G4,LEX,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","1,475,540","1,287"
G4,G4,LEX,SFB,Airbus,Narrow,A320,A319,319,16,"2,496","1,664,832","1,793"
G4,G4,LEX,SFB,Airbus,Narrow,A320,A320,320,12,"2,160","1,440,720","1,344"
G4,G4,LEX,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"126,730",112
G4,G4,LEX,SRQ,Airbus,Narrow,A320,A320,320,9,"1,620","1,203,660","1,043"
G4,G4,LEX,VPS,Airbus,Narrow,A320,A319,319,1,156,"82,992",96
G4,G4,LEX,VPS,Airbus,Narrow,A320,A320,320,10,"1,800","957,600",960
G4,G4,LIT,PIE,Airbus,Narrow,A320,A319,319,9,"1,404","1,030,536","1,065"
G4,G4,LIT,SFB,Airbus,Narrow,A320,A319,319,2,312,"238,992",252
G4,G4,LIT,SFB,Airbus,Narrow,A320,A320,320,4,720,"551,520",504
G4,G4,LIT,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"291,080",252
G4,G4,LIT,VPS,Airbus,Narrow,A320,A320,320,9,"1,620","717,660",798
G4,G4,LRD,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,193,556","1,176"
G4,G4,LRD,LAS,Airbus,Narrow,A320,A320,320,1,180,"196,740",168
G4,G4,LSE,AZA,Airbus,Narrow,A320,A320,320,9,"1,620","2,135,160","1,953"
G4,G4,LSE,SFB,Airbus,Narrow,A320,A320,320,4,720,"849,600",720
G4,G4,LSE,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"896,800",720
G4,G4,MCI,GUF,Airbus,Narrow,A320,A320,320,8,"1,440","1,077,120",992
G4,G4,MCI,PGD,Airbus,Narrow,A320,A320,320,9,"1,620","1,824,120","1,559"
G4,G4,MCI,PIE,Airbus,Narrow,A320,A319,319,3,468,"489,060",471
G4,G4,MCI,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,581,150","2,041"
G4,G4,MCI,VPS,Airbus,Narrow,A320,A320,320,9,"1,620","1,239,300","1,193"
G4,G4,MCO,ABE,Airbus,Narrow,A320,A320,320,11,"1,980","1,793,880","1,697"
G4,G4,MCO,ATW,Airbus,Narrow,A320,A320,320,8,"1,440","1,671,840","1,576"
G4,G4,MCO,AVL,Airbus,Narrow,A320,A320,320,12,"2,160","1,054,080","1,258"
G4,G4,MCO,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"92,720",105
G4,G4,MCO,TYS,Airbus,Narrow,A320,A320,320,9,"1,620","861,840",955
G4,G4,MDT,BNA,Airbus,Narrow,A320,A319,319,9,"1,404","853,632",982
G4,G4,MDT,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,507,840","1,280"
G4,G4,MDT,JAX,Airbus,Narrow,A320,A320,320,9,"1,620","1,172,880","1,113"
G4,G4,MDT,MYR,Airbus,Narrow,A320,A319,319,3,468,"217,620",288
G4,G4,MDT,MYR,Airbus,Narrow,A320,A320,320,7,"1,260","585,900",672
G4,G4,MDT,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"176,700",192
G4,G4,MDT,PGD,Airbus,Narrow,A320,A319,319,6,936,"901,368",922
G4,G4,MDT,PGD,Airbus,Narrow,A320,A320,320,7,"1,260","1,213,380","1,071"
G4,G4,MDT,PIE,Airbus,Narrow,A320,A319,319,2,312,"284,232",292
G4,G4,MDT,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","2,596,350","2,197"
G4,G4,MDT,SFB,Airbus,Narrow,A320,A319,319,10,"1,560","1,290,120","1,350"
G4,G4,MDT,SFB,Airbus,Narrow,A320,A320,320,16,"2,880","2,381,760","2,178"
G4,G4,MDT,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"628,520",540
G4,G4,MDT,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","1,356,480","1,168"
G4,G4,MDW,AVL,Airbus,Narrow,A320,A320,320,9,"1,620","844,020",886
G4,G4,MDW,PGD,Airbus,Narrow,A320,A319,319,8,"1,248","1,342,848","1,320"
G4,G4,MDW,PVU,Airbus,Narrow,A320,A320,320,8,"1,440","1,805,760","1,616"
G4,G4,MDW,TYS,Airbus,Narrow,A320,A320,320,8,"1,440","660,960",704
G4,G4,MDW,VPS,Airbus,Narrow,A320,A320,320,9,"1,620","1,266,840","1,191"
G4,G4,MEM,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,30,"5,700","4,850,700","4,324"
G4,G4,MEM,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,767,168","1,715"
G4,G4,MEM,LAS,Airbus,Narrow,A320,A320,320,1,180,"254,880",213
G4,G4,MEM,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","992,560",912
G4,G4,MEM,SFB,Airbus,Narrow,A320,A319,319,5,780,"523,380",575
G4,G4,MEM,SFB,Airbus,Narrow,A320,A320,320,3,540,"362,340",345
G4,G4,MEM,VPS,Airbus,Narrow,A320,A320,320,8,"1,440","537,120",672
G4,G4,MFE,LAS,Airbus,Narrow,A320,A319,319,2,312,"377,520",366
G4,G4,MFE,LAS,Airbus,Narrow,A320,A320,320,40,"7,200","8,712,000","7,336"
G4,G4,MFE,SFB,Airbus,Narrow,A320,A319,319,1,156,"165,048",163
G4,G4,MFE,SFB,Airbus,Narrow,A320,A320,320,2,360,"380,880",326
G4,G4,MFE,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,"2,660","2,814,280","2,274"
G4,G4,MFR,LAS,Airbus,Narrow,A320,A319,319,17,"2,652","1,588,548","1,784"
G4,G4,MFR,SNA,Airbus,Narrow,A320,A319,319,9,"1,404","925,236","1,071"
G4,G4,MLB,ABE,Airbus,Narrow,A320,A320,320,9,"1,620","1,480,680","1,401"
G4,G4,MLB,CVG,Airbus,Narrow,A320,A320,320,9,"1,620","1,278,180","1,216"
G4,G4,MLB,PIT,Airbus,Narrow,A320,A320,320,8,"1,440","1,231,200","1,119"
G4,G4,MLI,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","1,854,720","1,584"
G4,G4,MLI,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,718,496","1,648"
G4,G4,MLI,PGD,Airbus,Narrow,A320,A320,320,9,"1,620","1,801,440","1,479"
G4,G4,MLI,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,570,160","1,224"
G4,G4,MLI,SFB,Airbus,Narrow,A320,A320,320,2,360,"366,480",302
G4,G4,MLI,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,160,520",906
G4,G4,MOT,AZA,Airbus,Narrow,A320,A320,320,9,"1,620","1,885,680","1,585"
G4,G4,MOT,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,199,016","1,252"
G4,G4,MOT,LAS,Airbus,Narrow,A320,A320,320,2,360,"395,280",360
G4,G4,MRY,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","526,500",833
G4,G4,MSO,AZA,Airbus,Narrow,A320,A320,320,12,"2,160","2,047,680","1,812"
G4,G4,MSO,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","936,000","1,088"
G4,G4,MSO,SNA,Airbus,Narrow,A320,A320,320,9,"1,620","1,514,700","1,440"
G4,G4,MYR,ABE,Airbus,Narrow,A320,A320,320,29,"5,220","2,703,960","2,957"
G4,G4,MYR,ACY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,062,480","1,032"
G4,G4,MYR,ALB,Airbus,Narrow,A320,A320,320,11,"1,980","1,354,320","1,328"
G4,G4,MYR,BLV,Airbus,Narrow,A320,A320,320,12,"2,160","1,503,360","1,392"
G4,G4,MYR,CAK,Airbus,Narrow,A320,A319,319,15,"2,340","1,212,120","1,515"
G4,G4,MYR,CKB,Airbus,Narrow,A320,A319,319,1,156,"61,464",83
G4,G4,MYR,CKB,Airbus,Narrow,A320,A320,320,4,720,"283,680",332
G4,G4,MYR,CKB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"224,580",249
G4,G4,MYR,CVG,Airbus,Narrow,A320,A320,320,25,"4,500","2,200,500","2,427"
G4,G4,MYR,DAY,Airbus,Narrow,A320,A319,319,4,624,"324,480",412
G4,G4,MYR,DAY,Airbus,Narrow,A320,A320,320,3,540,"280,800",306
G4,G4,MYR,DAY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"197,600",206
G4,G4,MYR,ELM,Airbus,Narrow,A320,A320,320,9,"1,620","963,900",993
G4,G4,MYR,FWA,Airbus,Narrow,A320,A320,320,8,"1,440","878,400",880
G4,G4,MYR,GRR,Airbus,Narrow,A320,A320,320,4,720,"524,160",472
G4,G4,MYR,HGR,Airbus,Narrow,A320,A319,319,6,936,"394,056",550
G4,G4,MYR,HGR,Airbus,Narrow,A320,A320,320,7,"1,260","530,460",637
G4,G4,MYR,HTS,Airbus,Narrow,A320,A319,319,1,156,"59,592",78
G4,G4,MYR,HTS,Airbus,Narrow,A320,A320,320,5,900,"343,800",390
G4,G4,MYR,HTS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","798,380",858
G4,G4,MYR,IAG,Airbus,Narrow,A320,A320,320,4,720,"468,000",444
G4,G4,MYR,IND,Airbus,Narrow,A320,A320,320,4,720,"419,760",436
G4,G4,MYR,LCK,Airbus,Narrow,A320,A319,319,13,"2,028","969,384","1,200"
G4,G4,MYR,LCK,Airbus,Narrow,A320,A320,320,12,"2,160","1,032,480","1,104"
G4,G4,MYR,LEX,Airbus,Narrow,A320,A319,319,1,156,"68,328",86
G4,G4,MYR,LEX,Airbus,Narrow,A320,A320,320,3,540,"236,520",258
G4,G4,MYR,LEX,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"332,880",344
G4,G4,MYR,MDT,Airbus,Narrow,A320,A319,319,3,468,"217,620",282
G4,G4,MYR,MDT,Airbus,Narrow,A320,A320,320,7,"1,260","585,900",658
G4,G4,MYR,MDT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"176,700",188
G4,G4,MYR,PIT,Airbus,Narrow,A320,A320,320,17,"3,060","1,456,560","1,611"
G4,G4,MYR,SDF,Airbus,Narrow,A320,A320,320,3,540,"265,680",291
G4,G4,MYR,SWF,Airbus,Narrow,A320,A320,320,19,"3,420","2,055,420","2,219"
G4,G4,MYR,SYR,Airbus,Narrow,A320,A319,319,9,"1,404","937,872","1,044"
G4,G4,OKC,GUF,Airbus,Narrow,A320,A320,320,13,"2,340","1,602,900","1,612"
G4,G4,OKC,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,077,804","1,092"
G4,G4,OKC,LAS,Airbus,Narrow,A320,A320,320,1,180,"177,660",156
G4,G4,OKC,SFB,Airbus,Narrow,A320,A319,319,2,312,"331,032",314
G4,G4,OKC,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,209,540",942
G4,G4,OKC,VPS,Airbus,Narrow,A320,A320,320,17,"3,060","2,221,560","2,050"
G4,G4,OMA,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","1,477,440","1,312"
G4,G4,OMA,GUF,Airbus,Narrow,A320,A319,319,8,"1,248","1,120,704","1,088"
G4,G4,OMA,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,542,996","1,566"
G4,G4,OMA,PGD,Airbus,Narrow,A320,A319,319,2,312,"395,616",372
G4,G4,OMA,PGD,Airbus,Narrow,A320,A320,320,6,"1,080","1,369,440","1,116"
G4,G4,OMA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,934,360","2,181"
G4,G4,OMA,SFB,Airbus,Narrow,A320,A320,320,5,900,"1,075,500",875
G4,G4,OMA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,816,400","1,394"
G4,G4,OMA,VPS,Airbus,Narrow,A320,A320,320,9,"1,620","1,475,820","1,339"
G4,G4,PBG,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","2,032,240","1,672"
G4,G4,PBG,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,921,280","1,560"
G4,G4,PBG,SFB,Airbus,Narrow,A320,A319,319,7,"1,092","1,286,376","1,261"
G4,G4,PBG,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"447,640",358
G4,G4,PBI,AVL,Airbus,Narrow,A320,A320,320,15,"2,700","1,674,000","1,740"
G4,G4,PBI,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"117,800",116
G4,G4,PBI,CVG,Airbus,Narrow,A320,A320,320,8,"1,440","1,284,480","1,184"
G4,G4,PBI,PIT,Airbus,Narrow,A320,A320,320,13,"2,340","2,227,680","2,041"
G4,G4,PDX,ATW,Airbus,Narrow,A320,A320,320,9,"1,620","2,692,440","1,936"
G4,G4,PDX,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","1,480,320","1,288"
G4,G4,PDX,CVG,Airbus,Narrow,A320,A320,320,8,"1,440","2,844,000","2,096"
G4,G4,PDX,DSM,Airbus,Narrow,A320,A320,320,12,"2,160","3,177,360","2,328"
G4,G4,PDX,FNT,Airbus,Narrow,A320,A320,320,6,"1,080","2,070,360","1,458"
G4,G4,PDX,GRR,Airbus,Narrow,A320,A320,320,9,"1,620","2,969,460","2,063"
G4,G4,PDX,IDA,Airbus,Narrow,A320,A320,320,9,"1,620","873,180",899
G4,G4,PDX,IND,Airbus,Narrow,A320,A320,320,8,"1,440","2,702,880","1,992"
G4,G4,PDX,PVU,Airbus,Narrow,A320,A320,320,9,"1,620","1,075,680","1,012"
G4,G4,PGD,ABE,Airbus,Narrow,A320,A319,319,1,156,"158,808",160
G4,G4,PGD,ABE,Airbus,Narrow,A320,A320,320,22,"3,960","4,031,280","3,520"
G4,G4,PGD,ALB,Airbus,Narrow,A320,A319,319,2,312,"369,720",356
G4,G4,PGD,ALB,Airbus,Narrow,A320,A320,320,14,"2,520","2,986,200","2,492"
G4,G4,PGD,ATW,Airbus,Narrow,A320,A320,320,13,"2,340","2,925,000","2,387"
G4,G4,PGD,AVL,Airbus,Narrow,A320,A320,320,22,"3,960","2,328,480","2,312"
G4,G4,PGD,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"223,440",210
G4,G4,PGD,BLV,Airbus,Narrow,A320,A319,319,3,468,"431,028",432
G4,G4,PGD,BLV,Airbus,Narrow,A320,A320,320,22,"3,960","3,647,160","3,172"
G4,G4,PGD,BNA,Airbus,Narrow,A320,A319,319,7,"1,092","755,664",845
G4,G4,PGD,BNA,Airbus,Narrow,A320,A320,320,2,360,"249,120",240
G4,G4,PGD,CAK,Airbus,Narrow,A320,A319,319,9,"1,404","1,354,860","1,359"
G4,G4,PGD,CAK,Airbus,Narrow,A320,A320,320,8,"1,440","1,389,600","1,208"
G4,G4,PGD,CID,Airbus,Narrow,A320,A319,319,4,624,"729,456",712
G4,G4,PGD,CID,Airbus,Narrow,A320,A320,320,9,"1,620","1,893,780","1,612"
G4,G4,PGD,CVG,Airbus,Narrow,A320,A320,320,43,"7,740","6,579,000","6,019"
G4,G4,PGD,DAY,Airbus,Narrow,A320,A320,320,8,"1,440","1,301,760","1,144"
G4,G4,PGD,DSM,Airbus,Narrow,A320,A319,319,3,468,"564,408",555
G4,G4,PGD,DSM,Airbus,Narrow,A320,A320,320,10,"1,800","2,170,800","1,840"
G4,G4,PGD,FNT,Airbus,Narrow,A320,A319,319,1,156,"173,316",169
G4,G4,PGD,FNT,Airbus,Narrow,A320,A320,320,18,"3,240","3,599,640","3,042"
G4,G4,PGD,FWA,Airbus,Narrow,A320,A319,319,1,156,"153,816",153
G4,G4,PGD,FWA,Airbus,Narrow,A320,A320,320,11,"1,980","1,952,280","1,683"
G4,G4,PGD,GRR,Airbus,Narrow,A320,A320,320,13,"2,340","2,616,120","2,152"
G4,G4,PGD,IAD,Airbus,Narrow,A320,A319,319,1,156,"135,564",140
G4,G4,PGD,IAD,Airbus,Narrow,A320,A320,320,7,"1,260","1,094,940",980
G4,G4,PGD,IAG,Airbus,Narrow,A320,A320,320,11,"1,980","2,235,420","1,881"
G4,G4,PGD,IND,Airbus,Narrow,A320,A320,320,25,"4,500","4,126,500","3,680"
G4,G4,PGD,LCK,Airbus,Narrow,A320,A319,319,7,"1,092","971,880",994
G4,G4,PGD,LCK,Airbus,Narrow,A320,A320,320,10,"1,800","1,602,000","1,423"
G4,G4,PGD,LEX,Airbus,Narrow,A320,A319,319,1,156,"121,836",133
G4,G4,PGD,LEX,Airbus,Narrow,A320,A320,320,14,"2,520","1,968,120","1,802"
G4,G4,PGD,MCI,Airbus,Narrow,A320,A320,320,9,"1,620","1,824,120","1,616"
G4,G4,PGD,MDT,Airbus,Narrow,A320,A319,319,6,936,"901,368",905
G4,G4,PGD,MDT,Airbus,Narrow,A320,A320,320,7,"1,260","1,213,380","1,050"
G4,G4,PGD,MDW,Airbus,Narrow,A320,A319,319,8,"1,248","1,342,848","1,368"
G4,G4,PGD,MLI,Airbus,Narrow,A320,A320,320,9,"1,620","1,801,440","1,547"
G4,G4,PGD,OMA,Airbus,Narrow,A320,A319,319,2,312,"395,616",384
G4,G4,PGD,OMA,Airbus,Narrow,A320,A320,320,6,"1,080","1,369,440","1,152"
G4,G4,PGD,PIA,Airbus,Narrow,A320,A320,320,16,"2,880","3,006,720","2,565"
G4,G4,PGD,PIT,Airbus,Narrow,A320,A320,320,17,"3,060","2,879,460","2,504"
G4,G4,PGD,PSM,Airbus,Narrow,A320,A319,319,17,"2,652","3,391,908","3,145"
G4,G4,PGD,PVD,Airbus,Narrow,A320,A319,319,2,312,"369,408",358
G4,G4,PGD,PVD,Airbus,Narrow,A320,A320,320,11,"1,980","2,344,320","1,965"
G4,G4,PGD,RFD,Airbus,Narrow,A320,A319,319,4,624,"703,248",700
G4,G4,PGD,RFD,Airbus,Narrow,A320,A320,320,13,"2,340","2,637,180","2,282"
G4,G4,PGD,SBN,Airbus,Narrow,A320,A319,319,2,312,"326,976",320
G4,G4,PGD,SBN,Airbus,Narrow,A320,A320,320,15,"2,700","2,829,600","2,407"
G4,G4,PGD,SDF,Airbus,Narrow,A320,A319,319,11,"1,716","1,383,096","1,451"
G4,G4,PGD,SDF,Airbus,Narrow,A320,A320,320,4,720,"580,320",534
G4,G4,PGD,SDF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"306,280",264
G4,G4,PGD,SGF,Airbus,Narrow,A320,A319,319,9,"1,404","1,367,496","1,405"
G4,G4,PGD,SPI,Airbus,Narrow,A320,A319,319,1,156,"155,064",155
G4,G4,PGD,SPI,Airbus,Narrow,A320,A320,320,8,"1,440","1,431,360","1,222"
G4,G4,PGD,SWF,Airbus,Narrow,A320,A319,319,9,"1,404","1,545,804","1,600"
G4,G4,PGD,TOL,Airbus,Narrow,A320,A320,320,8,"1,440","1,463,040","1,224"
G4,G4,PGD,TTN,Airbus,Narrow,A320,A320,320,9,"1,620","1,634,580","1,476"
G4,G4,PGD,TYS,Airbus,Narrow,A320,A320,320,17,"3,060","1,909,440","1,858"
G4,G4,PGD,USA,Airbus,Narrow,A320,A319,319,8,"1,248","733,824",896
G4,G4,PGD,USA,Airbus,Narrow,A320,A320,320,1,180,"105,840",108
G4,G4,PHL,DSM,Airbus,Narrow,A320,A320,320,8,"1,440","1,399,680","1,312"
G4,G4,PHL,GRR,Airbus,Narrow,A320,A320,320,9,"1,620","928,260","1,125"
G4,G4,PHL,TYS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","842,080",984
G4,G4,PHX,SCK,Airbus,Narrow,A320,A319,319,9,"1,404","846,612",972
G4,G4,PHX,TYS,Airbus,Narrow,A320,A320,320,8,"1,440","2,302,560","1,696"
G4,G4,PIA,AZA,Airbus,Narrow,A320,A320,320,17,"3,060","4,014,720","3,321"
G4,G4,PIA,DEN,Airbus,Narrow,A320,A320,320,8,"1,440","1,141,920","1,176"
G4,G4,PIA,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,763,424","1,690"
G4,G4,PIA,LAS,Airbus,Narrow,A320,A320,320,1,180,"254,340",210
G4,G4,PIA,PGD,Airbus,Narrow,A320,A320,320,16,"2,880","3,006,720","2,499"
G4,G4,PIA,PIE,Airbus,Narrow,A320,A320,320,2,360,"347,400",286
G4,G4,PIA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","2,750,250","2,142"
G4,G4,PIA,SFB,Airbus,Narrow,A320,A319,319,8,"1,248","1,184,352","1,160"
G4,G4,PIA,SFB,Airbus,Narrow,A320,A320,320,1,180,"170,820",146
G4,G4,PIA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"721,240",580
G4,G4,PIA,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","1,441,440","1,128"
G4,G4,PIA,VPS,Airbus,Narrow,A320,A320,320,12,"2,160","1,563,840","1,392"
G4,G4,PIE,ABE,Airbus,Narrow,A320,A320,320,23,"4,140","4,015,800","3,542"
G4,G4,PIE,ABE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"552,900",463
G4,G4,PIE,ACY,Airbus,Narrow,A320,A319,319,2,312,"287,352",292
G4,G4,PIE,ACY,Airbus,Narrow,A320,A320,320,2,360,"331,560",292
G4,G4,PIE,ACY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"874,950",727
G4,G4,PIE,ALB,Airbus,Narrow,A320,A319,319,7,"1,092","1,241,604","1,202"
G4,G4,PIE,ALB,Airbus,Narrow,A320,A320,320,2,360,"409,320",344
G4,G4,PIE,ALB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"432,060",350
G4,G4,PIE,ATW,Airbus,Narrow,A320,A320,320,3,540,"632,880",528
G4,G4,PIE,ATW,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,"2,660","3,117,520","2,465"
G4,G4,PIE,AVL,Airbus,Narrow,A320,A319,319,2,312,"161,616",194
G4,G4,PIE,AVL,Airbus,Narrow,A320,A320,320,43,"7,740","4,009,320","4,171"
G4,G4,PIE,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","590,520",582
G4,G4,PIE,BGR,Airbus,Narrow,A320,A319,319,4,624,"869,232",808
G4,G4,PIE,BGR,Airbus,Narrow,A320,A320,320,9,"1,620","2,256,660","1,783"
G4,G4,PIE,BGR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"1,058,680",808
G4,G4,PIE,BLV,Airbus,Narrow,A320,A320,320,6,"1,080","908,280",822
G4,G4,PIE,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","1,757,690","1,510"
G4,G4,PIE,BMI,Airbus,Narrow,A320,A320,320,3,540,"505,440",449
G4,G4,PIE,BMI,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,067,040",894
G4,G4,PIE,BNA,Airbus,Narrow,A320,A319,319,2,312,"190,944",224
G4,G4,PIE,BNA,Airbus,Narrow,A320,A320,320,3,540,"330,480",336
G4,G4,PIE,BNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"348,840",336
G4,G4,PIE,CAK,Airbus,Narrow,A320,A319,319,14,"2,184","1,963,416","2,011"
G4,G4,PIE,CAK,Airbus,Narrow,A320,A320,320,6,"1,080","970,920",862
G4,G4,PIE,CAK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"170,810",145
G4,G4,PIE,CHA,Airbus,Narrow,A320,A319,319,2,312,"160,056",192
G4,G4,PIE,CHA,Airbus,Narrow,A320,A320,320,1,180,"92,340",96
G4,G4,PIE,CHA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","974,700",959
G4,G4,PIE,CID,Airbus,Narrow,A320,A319,319,4,624,"679,536",668
G4,G4,PIE,CID,Airbus,Narrow,A320,A320,320,4,720,"784,080",668
G4,G4,PIE,CID,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,862,190","1,503"
G4,G4,PIE,CKB,Airbus,Narrow,A320,A319,319,7,"1,092","870,324",916
G4,G4,PIE,CKB,Airbus,Narrow,A320,A320,320,2,360,"286,920",262
G4,G4,PIE,COS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,518,830","2,037"
G4,G4,PIE,CVG,Airbus,Narrow,A320,A319,319,1,156,"120,900",131
G4,G4,PIE,CVG,Airbus,Narrow,A320,A320,320,37,"6,660","5,161,500","4,849"
G4,G4,PIE,CVG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"736,250",656
G4,G4,PIE,DAY,Airbus,Narrow,A320,A319,319,4,624,"518,544",548
G4,G4,PIE,DAY,Airbus,Narrow,A320,A320,320,3,540,"448,740",410
G4,G4,PIE,DAY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"315,780",274
G4,G4,PIE,DSM,Airbus,Narrow,A320,A320,320,17,"3,060","3,442,500","2,946"
G4,G4,PIE,DSM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"427,500",346
G4,G4,PIE,ELM,Airbus,Narrow,A320,A320,320,4,720,"745,200",628
G4,G4,PIE,ELM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,179,900",942
G4,G4,PIE,EVV,Airbus,Narrow,A320,A320,320,7,"1,260","947,520",910
G4,G4,PIE,EVV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"142,880",130
G4,G4,PIE,EYW,Airbus,Narrow,A320,A319,319,23,"3,588","853,944","1,448"
